i	locus_tag	protein_id	gene	match_locus_tag	match_protein_id	match_gene	BBH	HIT
2956	EO946_RS11385	WP_003225536.1	NA	BSU_22650	NP_390146.3	trpF	1	1
2957	EO946_RS11380	WP_003225538.1	trpB	BSU_22640	NP_390145.2	trpB	1	2
2958	EO946_RS11375	WP_003225540.1	NA	BSU_22630	NP_390144.1	trpA	1	1
2959	EO946_RS11370	WP_003225543.1	NA	BSU_22620	NP_390143.2	hisC	1	4
2960	EO946_RS11365	WP_003225544.1	NA	BSU_22610	NP_390142.1	tyrA	1	1
2961	EO946_RS11360	WP_003225545.1	aroA	BSU_22600	NP_390141.1	aroA	1	2
2962	EO946_RS11350	WP_003225549.1	NA	BSU_22590	NP_390140.1	ypiA	1	1
2963	EO946_RS11345	WP_003225551.1	NA	BSU_22580	NP_390139.1	ypiB	1	1
2964	EO946_RS11340	WP_003225553.1	NA	BSU_22570	NP_390138.1	ypiF	1	1
2965	EO946_RS11335	WP_003225556.1	NA	BSU_22560	NP_390137.1	qcrA	1	1
2966	EO946_RS11330	WP_003225560.1	qcrB	BSU_22550	NP_390136.1	qcrB	1	1
2967	EO946_RS11325	WP_003225562.1	NA	BSU_22540	NP_390135.1	qcrC	1	1
2968	EO946_RS11315	WP_003225565.1	ypjB	BSU_22520	NP_390133.1	ypjB	1	1
2969	EO946_RS11310	WP_003225567.1	NA	BSU_22510	NP_390132.2	ypjC	1	6
2970	EO946_RS11305	WP_003225569.1	NA	BSU_22500	NP_390131.1	ypjD	1	2
2971	EO946_RS11300	WP_003225571.1	NA	BSU_22490	NP_390130.1	dapB	1	1
2972	EO946_RS11295	WP_003225572.1	mgsA	BSU_22480	NP_390129.1	mgsA	1	1
2973	EO946_RS11290	WP_003225575.1	bshB1	BSU_22470	NP_390128.2	bshBA	1	1
2974	EO946_RS11285	WP_003225579.1	bshA	BSU_22460	NP_390127.1	bshA	1	4
2975	EO946_RS11280	WP_003225581.1	NA	BSU_22450	NP_390126.1	cca	1	1
2976	EO946_RS11275	WP_003225583.1	NA	BSU_22440	NP_390125.1	birA	1	1
2977	EO946_RS11270	WP_003225584.1	panB	BSU_22430	NP_390124.1	panB	1	1
2978	EO946_RS11265	WP_003225585.1	panC	BSU_22420	NP_390123.1	panC	1	1
2979	EO946_RS11260	WP_003225586.1	panD	BSU_22410	NP_390122.1	panD	1	1
2980	EO946_RS11250	WP_003225588.1	NA	BSU_22390	NP_390120.1	ypmA	1	1
2981	EO946_RS11245	WP_003225589.1	NA	BSU_22380	NP_390119.1	tseB	1	1
2982	EO946_RS11240	WP_003225590.1	aspB	BSU_22370	NP_390118.1	aspB	1	10
2983	EO946_RS11235	WP_003225591.1	asnS	BSU_22360	NP_390117.1	asnS	1	4
2984	EO946_RS11230	WP_003225592.1	NA	BSU_22350	NP_390116.1	dnaD	1	1
2985	EO946_RS11225	WP_003225594.1	nth	BSU_22340	NP_390115.1	nth	1	1
2986	EO946_RS11220	WP_003225596.1	NA	BSU_22330	NP_390114.1	ypoC	1	1
2987	EO946_RS11215	WP_003225599.1	NA	BSU_22320	NP_390113.1	ponA	1	1
2988	EO946_RS11210	WP_003225602.1	recU	BSU_22310	NP_390112.1	recU	1	1
2989	EO946_RS11200	WP_003225606.1	sspM	BSU_22290	YP_054585.1	sspM	1	1
2990	EO946_RS11195	WP_003225608.1	NA	BSU_22280	NP_390110.1	yppD	1	1
2991	EO946_RS11190	WP_003225610.1	NA	BSU_22270	NP_390109.1	yppE	1	1
2992	EO946_RS11185	WP_003225611.1	NA	BSU_22260	NP_390108.1	yppF	1	1
2993	EO946_RS11180	WP_003225613.1	NA	BSU_22250	NP_390107.1	yppG	1	1
2994	EO946_RS11170	WP_003225616.1	NA	BSU_22230	NP_390105.1	ypqE	1	4
2995	EO946_RS11165	WP_003225619.1	NA	BSU_22220	NP_390104.1	yprA	1	1
2996	EO946_RS11160	WP_003225621.1	NA	BSU_22210	NP_390103.1	yprB	1	1
2997	EO946_RS11150	WP_003225625.1	NA	BSU_22200	NP_390102.1	cotD	1	1
2998	EO946_RS11140	WP_003225629.1	gpsB	BSU_22180	NP_390100.1	gpsB	1	1
2999	EO946_RS11130	WP_003225631.1	NA	BSU_22170	NP_390099.1	rlmKB	1	1
3000	EO946_RS03445	WP_003225646.1	NA	BSU_06260	NP_388507.1	ydjN	1	1
3001	EO946_RS03435	WP_003225650.1	bdhA	BSU_06240	NP_388505.1	bdhA	1	5
3002	EO946_RS03430	WP_003225652.1	NA	BSU_06230	NP_388504.1	iolT	1	7
3003	EO946_RS03420	WP_003225659.1	NA	BSU_06210	NP_388502.1	ydjI	1	1
3004	EO946_RS03415	WP_003225660.1	NA	BSU_06200	NP_388501.1	ydjH	1	1
3005	EO946_RS03410	WP_003225662.1	NA	BSU_06190	NP_388500.1	ydjG	1	1
3006	EO946_RS03405	WP_003225664.1	NA	BSU_06180	NP_388499.1	pspA	1	2
3007	EO946_RS03390	WP_003225669.1	NA	BSU_06150	NP_388496.1	gutB	1	8
3008	EO946_RS03385	WP_003225671.1	NA	BSU_06140	NP_388495.1	gutR	1	1
3009	EO946_RS03370	WP_003225675.1	groL	BSU_06030	NP_388484.1	groEL	1	1
3010	EO946_RS03360	WP_003225677.1	NA	BSU_06010	NP_388482.1	ydiL	1	1
3011	EO946_RS03355	WP_003225680.1	NA	BSU_06000	NP_388481.1	ydiK	1	1
3012	EO946_RS03345	WP_003225684.1	NA	BSU_05980	NP_388479.1	tatAY	1	3
3013	EO946_RS03340	WP_003225686.1	NA	BSU_05970	NP_388478.1	rex	1	1
3014	EO946_RS03335	WP_003225689.1	moaC	BSU_05960	NP_388477.1	moaC	1	1
3015	EO946_RS03325	WP_003225693.1	tsaD	BSU_05940	NP_388475.1	tsaD	1	1
3016	EO946_RS03320	WP_003225694.1	rimI	BSU_05930	NP_388474.1	rimI	1	2
3017	EO946_RS03315	WP_003225697.1	tsaB	BSU_05920	NP_388473.1	tsaB	1	1
3018	EO946_RS03310	WP_003225701.1	tsaE	BSU_05910	NP_388472.1	tsaE	1	1
3019	EO946_RS03305	WP_003225704.1	NA	BSU_05900	NP_388471.1	thiL	1	1
3020	EO946_RS00560	WP_003225724.1	NA	BSU_00830	NP_387964.1	ctsR	1	1
3021	EO946_RS00565	WP_003225726.1	NA	BSU_00840	NP_387965.1	mcsA	1	1
3022	EO946_RS00570	WP_003225728.1	NA	BSU_00850	NP_387966.1	mcsB	1	1
3023	EO946_RS00575	WP_003225731.1	NA	BSU_00860	NP_387967.1	clpC	1	2
3024	EO946_RS00580	WP_003225734.1	radA	BSU_00870	NP_387968.1	radA	1	1
3025	EO946_RS00585	WP_003225736.1	disA	BSU_00880	NP_387969.1	disA	1	1
3026	EO946_RS00590	WP_003225738.1	NA	BSU_00890	NP_387970.1	yacL	1	1
3027	EO946_RS00595	WP_003225740.1	NA	BSU_00900	NP_387971.1	ispD	1	1
3028	EO946_RS00600	WP_003225745.1	NA	BSU_00910	NP_387972.1	ispF	1	1
3029	EO946_RS00605	WP_003225747.1	NA	BSU_00920	NP_387973.1	gltX	1	1
3030	EO946_RS00610	WP_003225749.1	cysE	BSU_00930	NP_387974.1	cysE	1	1
3031	EO946_RS00615	WP_003225751.1	cysS	BSU_00940	NP_387975.1	cysS	1	1
3032	EO946_RS00620	WP_003225753.1	NA	BSU_00950	NP_387976.1	mrnC	1	1
3033	EO946_RS00625	WP_003225755.1	rlmB	BSU_00960	NP_387977.1	rlmB	1	1
3034	EO946_RS00630	WP_003225756.1	rae1	BSU_00970	NP_387978.1	raeA	1	1
3035	EO946_RS00635	WP_003225758.1	sigH	BSU_00980	NP_387979.1	sigH	1	1
3036	EO946_RS00645	WP_003225761.1	secE	BSU_01000	NP_387981.1	secE	1	1
3037	EO946_RS00650	WP_003225764.1	nusG	BSU_01010	NP_387982.1	nusG	1	1
3038	EO946_RS00660	WP_003225765.1	NA	BSU_01030	NP_387984.2	rplA	1	1
3039	EO946_RS00665	WP_003225766.1	NA	BSU_01040	NP_387985.2	rplJ	1	1
3040	EO946_RS00675	WP_003225768.1	NA	BSU_01060	NP_387987.1	rlmG	1	1
3041	EO946_RS00680	WP_003225770.1	rpoB	BSU_01070	NP_387988.2	rpoB	1	1
3042	EO946_RS00685	WP_003225772.1	rpoC	BSU_01080	NP_387989.2	rpoC	1	1
3043	EO946_RS00690	WP_003225778.1	NA	BSU_01090	NP_387990.1	rulS	1	1
3044	EO946_RS00695	WP_003225781.1	NA	BSU_01100	NP_387991.2	rpsL	1	1
3045	EO946_RS00700	WP_003225784.1	rpsG	BSU_01110	NP_387992.2	rpsG	1	1
3046	EO946_RS00705	WP_003225785.1	fusA	BSU_01120	NP_387993.2	fusA	1	4
3047	EO946_RS00710	WP_003225787.1	tuf	BSU_01130	NP_387994.1	tufA	1	1
3048	EO946_RS00715	WP_003225789.1	NA	BSU_01140	NP_387995.2	ybaC	1	1
3049	EO946_RS00725	WP_003225791.1	NA	BSU_01160	NP_387997.1	rplC	1	1
3050	EO946_RS00730	WP_003225792.1	rplD	BSU_01170	NP_387998.1	rplD	1	1
3051	EO946_RS00735	WP_003225793.1	NA	BSU_01180	NP_387999.2	rplW	1	1
3052	EO946_RS00740	WP_003225795.1	rplB	BSU_01190	NP_388000.2	rplB	1	1
3053	EO946_RS00750	WP_003225797.1	rplV	BSU_01210	NP_388002.1	rplV	1	1
3054	EO946_RS00755	WP_003225799.1	rpsC	BSU_01220	NP_388003.2	rpsC	1	1
3055	EO946_RS00760	WP_003225801.1	rplP	BSU_01230	NP_388004.1	rplP	1	1
3056	EO946_RS00765	WP_003225802.1	NA	BSU_01240	NP_388005.1	rpmC	1	1
3057	EO946_RS00770	WP_003225804.1	rpsQ	BSU_01250	NP_388006.1	rpsQ	1	1
3058	EO946_RS00775	WP_003225805.1	rplN	BSU_01260	NP_388007.1	rplNA	1	1
3059	EO946_RS00785	WP_003225809.1	rplE	BSU_01280	NP_388009.1	rplE	1	1
3060	EO946_RS00795	WP_003225812.1	rpsH	BSU_01300	NP_388011.2	rpsH	1	1
3061	EO946_RS00800	WP_003225814.1	NA	BSU_01310	NP_388012.1	rplF	1	1
3062	EO946_RS00805	WP_003225816.1	NA	BSU_01320	NP_388013.2	rplR	1	1
3063	EO946_RS00820	WP_003225819.1	NA	BSU_01350	NP_388016.1	rplO	1	1
3064	EO946_RS00825	WP_003225821.1	secY	BSU_01360	NP_388017.1	secY	1	1
3065	EO946_RS00830	WP_003225823.1	NA	BSU_01370	NP_388018.1	adk	1	1
3066	EO946_RS00835	WP_003225828.1	map	BSU_01380	NP_388019.1	mapA	1	4
3067	EO946_RS00860	WP_003225831.1	rpsK	BSU_01420	NP_388023.1	rpsK	1	1
3068	EO946_RS00865	WP_003225835.1	NA	BSU_01430	NP_388024.1	rpoA	1	1
3069	EO946_RS00870	WP_003225836.1	rplQ	BSU_01440	NP_388025.1	rplQ	1	1
3070	EO946_RS00875	WP_003225838.1	NA	BSU_01450	NP_388026.2	ecfA	1	68
3071	EO946_RS00880	WP_003225839.1	NA	BSU_01460	NP_388027.1	ecfAB	1	68
3072	EO946_RS00885	WP_003225841.1	NA	BSU_01470	NP_388028.2	ecfT	1	1
3073	EO946_RS00890	WP_003225843.1	truA	BSU_01480	NP_388029.2	truA	1	1
3074	EO946_RS00895	WP_003225844.1	rplM	BSU_01490	NP_388030.2	rplM	1	1
3075	EO946_RS00900	WP_003225846.1	rpsI	BSU_01500	NP_388031.1	rpsI	1	1
3076	EO946_RS00910	WP_003225850.1	NA	BSU_01510	NP_388032.2	ybaJ	1	1
3077	EO946_RS00915	WP_003225852.1	NA	BSU_01520	NP_388033.1	ybaK	1	1
3078	EO946_RS00920	WP_003225854.1	cwlD	BSU_01530	NP_388034.1	cwlD	1	5
3079	EO946_RS00925	WP_003225855.1	NA	BSU_01540	NP_388035.1	salA	1	1
3080	EO946_RS00930	WP_003225857.1	gerD	BSU_01550	NP_388036.1	gerD	1	1
3081	EO946_RS00935	WP_003225859.1	NA	BSU_01560	NP_388037.1	kbaA	1	1
3082	EO946_RS00940	WP_003225861.1	pdaB	BSU_01570	NP_388038.1	pdaB	1	4
3083	EO946_RS13565	WP_003225877.1	NA	BSU_27530	NP_390631.1	rarA	1	1
3084	EO946_RS13560	WP_003225879.1	NA	BSU_27520	NP_390630.2	cymR	1	2
3085	EO946_RS13555	WP_003225881.1	NA	BSU_27510	NP_390629.2	iscSA	1	4
3086	EO946_RS13550	WP_003225883.1	mnmA	BSU_27500	NP_390627.3	mnmA	1	1
3087	EO946_RS13540	WP_003225889.1	NA	BSU_27480	NP_390625.1	recDB	1	1
3088	EO946_RS13530	WP_003225893.1	NA	BSU_27469	YP_003097767.1	yrzR	1	1
3089	EO946_RS13525	WP_003225895.1	NA	BSU_27468	YP_003097766.1	yrzQ	1	1
3090	EO946_RS13520	WP_003225897.1	NA	BSU_27420	NP_390619.1	yrrI	1	4
3091	EO946_RS13515	WP_003225900.1	alaS	BSU_27410	NP_390618.1	alaS	1	1
3092	EO946_RS13510	WP_003225903.1	NA	BSU_27400	YP_054589.1	yrzL	1	1
3093	EO946_RS13505	WP_003225905.1	ruvX	BSU_27390	NP_390617.1	rimF	1	1
3094	EO946_RS13500	WP_003225907.1	NA	BSU_27380	NP_390616.1	yrzB	1	1
3095	EO946_RS13495	WP_003225909.1	mltG	BSU_27370	NP_390615.1	yrrL	1	1
3096	EO946_RS13490	WP_003225911.1	NA	BSU_27360	NP_390614.1	yrrM	1	1
3097	EO946_RS13485	WP_003225913.1	NA	BSU_27350	NP_390613.1	yrrN	1	2
3098	EO946_RS13480	WP_003225915.1	NA	BSU_27340	NP_390612.1	yrrO	1	2
3099	EO946_RS13475	WP_003225916.1	NA	BSU_27330	NP_390611.1	udk	1	2
3100	EO946_RS13470	WP_003225918.1	greA	BSU_27320	NP_390610.1	greA	1	1
3101	EO946_RS13465	WP_003225920.1	NA	BSU_27310	NP_390609.1	pbpI	1	4
3102	EO946_RS13460	WP_003225922.1	NA	BSU_27300	NP_390608.1	yrrS	1	1
3103	EO946_RS13455	WP_003225924.1	NA	BSU_27290	NP_390607.1	yrzA	1	1
3104	EO946_RS13450	WP_003225926.1	NA	BSU_27280	NP_390606.1	yrrT	1	1
3105	EO946_RS13445	WP_003225929.1	mtnN	BSU_27270	NP_390605.1	mtnN	1	2
3106	EO946_RS13440	WP_003225931.1	NA	BSU_27260	NP_390604.1	mccA	1	3
3107	EO946_RS13435	WP_003225933.1	NA	BSU_27250	NP_390603.1	mccB	1	3
3108	EO946_RS13430	WP_003225936.1	NA	BSU_27240	NP_390602.1	yrhC	1	1
3109	EO946_RS13425	WP_003225938.1	NA	BSU_27230	NP_390601.1	yrhD	1	2
3110	EO946_RS13415	WP_003225942.1	NA	BSU_27210	NP_390599.1	yrhF	1	1
3111	EO946_RS13410	WP_003225944.1	NA	BSU_27200	NP_390598.1	yrhG	1	2
3112	EO946_RS13405	WP_003225949.1	NA	BSU_27190	NP_390597.1	yrzI	1	1
3113	EO946_RS13395	WP_003225954.1	NA	BSU_27180	NP_390596.1	yrhH	1	2
3114	EO946_RS13390	WP_003225956.1	NA	BSU_27170	NP_390595.1	bscR	1	2
3115	EO946_RS13385	WP_003225958.1	NA	BSU_27160	NP_390594.1	cypB	1	2
3116	EO946_RS13380	WP_003225961.1	NA	BSU_27150	NP_390593.1	yrhK	1	1
3117	EO946_RS13375	WP_003225963.1	NA	BSU_27140	NP_390592.1	oatA	1	1
3118	EO946_RS13370	WP_003225965.1	NA	BSU_27130	NP_390591.1	rsiV	1	1
3119	EO946_RS13365	WP_003225967.1	NA	BSU_27120	NP_390590.1	sigV	1	6
3120	EO946_RS13360	WP_003225968.1	NA	BSU_27110	NP_390589.1	yrhO	1	1
3121	EO946_RS13355	WP_003225970.1	NA	BSU_27100	NP_390588.1	yrhP	1	1
3122	EO946_RS13350	WP_003225972.1	NA	BSU_27090	NP_390587.2	aapA	1	17
3123	EO946_RS13335	WP_003225982.1	NA	BSU_27080	NP_390586.2	levR	1	1
3124	EO946_RS13330	WP_003225984.1	NA	BSU_27070	NP_390585.1	levD	1	1
3125	EO946_RS13325	WP_003225986.1	NA	BSU_27060	NP_390584.1	levE	1	1
3126	EO946_RS13320	WP_003225988.1	NA	BSU_27050	NP_390583.1	levF	1	1
3127	EO946_RS13315	WP_003225990.1	NA	BSU_27040	NP_390582.1	levG	1	1
3128	EO946_RS13305	WP_003225992.1	NA	BSU_27030	NP_390581.1	sacC	1	2
3129	EO946_RS13295	WP_003225995.1	NA	BSU_27010	NP_390579.2	adhA	1	2
3131	EO946_RS13285	WP_003226000.1	NA	BSU_27000	NP_390578.2	adhR	1	5
3132	EO946_RS13280	WP_003226002.1	NA	BSU_27000	NP_390578.2	adhR	0	3
3133	EO946_RS13275	WP_003226003.1	NA	BSU_05150	NP_388396.1	ydeC	0	1
3134	EO946_RS13270	WP_003226005.1	NA	BSU_26850	NP_390562.2	yrpG	1	8
3135	EO946_RS13265	WP_003226007.1	NA	BSU_13900	NP_389273.1	ptsH	0	2
3136	EO946_RS13260	WP_003226009.1	NA	BSU_26990	NP_390576.1	yraD	1	4
3137	EO946_RS13255	WP_003226012.1	NA	BSU_26980	NP_390575.1	yraE	1	3
3138	EO946_RS13250	WP_003226014.1	NA	BSU_26970	NP_390574.2	adhB	1	5
3139	EO946_RS13245	WP_003226016.1	NA	BSU_26960	NP_390573.1	yraF	1	1
3140	EO946_RS13240	WP_003226017.1	NA	BSU_26950	NP_390572.1	yraG	1	3
3141	EO946_RS13235	WP_003226019.1	NA	BSU_26930	NP_390570.2	yraI	1	2
3142	EO946_RS13230	WP_003226021.1	NA	BSU_26920	NP_390569.2	yraJ	1	2
3143	EO946_RS13225	WP_003226024.1	NA	BSU_26830	NP_390560.1	zinT	1	1
3145	EO946_RS13210	WP_003226030.1	NA	BSU_40750	NP_391955.1	yyaQ	1	1
3146	EO946_RS13185	WP_003226033.1	NA	BSU_01889	YP_003097670.1	ybzH	1	5
3147	EO946_RS13165	WP_003226041.1	NA	BSU_24270	NP_390307.1	dxs	0	3
3148	EO946_RS13160	WP_003226043.1	NA	BSU_15910	NP_389473.1	fabG	0	28
3149	EO946_RS13155	WP_003226045.1	NA	BSU_40570	NP_391937.1	yybO	0	6
3150	EO946_RS13150	WP_003226047.1	NA	BSU_29190	NP_390797.1	pfkA	0	1
3151	EO946_RS13120	WP_003226058.1	NA	BSU_26590	NP_390536.1	blt	1	13
3152	EO946_RS13115	WP_003226060.1	NA	BSU_26580	NP_390535.1	bltR	1	2
3153	EO946_RS13110	WP_003226061.1	NA	BSU_26600	NP_390537.1	bltD	1	1
3154	EO946_RS13095	WP_003226069.1	NA	BSU_05150	NP_388396.1	ydeC	0	1
3155	EO946_RS13090	WP_003226071.1	nfsA	BSU_38110	NP_391690.1	nfrAA	0	2
3156	EO946_RS13085	WP_003226073.1	NA	BSU_03470	NP_388229.2	hxlR	0	7
3158	EO946_RS13075	WP_003226077.1	NA	BSU_05670	NP_388448.1	ydgJ	0	4
3159	EO946_RS13070	WP_003226079.1	NA	BSU_26800	NP_390557.1	yrpB	0	1
3160	EO946_RS13050	WP_003226089.1	NA	BSU_40670	NP_391947.2	yybE	0	17
3161	EO946_RS13045	WP_003226090.1	fumC	BSU_33040	NP_391184.1	fumC	0	2
3162	EO946_RS13035	WP_003226092.1	NA	BSU_25770	NP_390454.2	spoIVCA	0	1
3163	EO946_RS13030	WP_003226102.1	sigK	BSU_15320	NP_389415.2	sigE	0	5
3164	EO946_RS13025	WP_003226105.1	NA	BSU_25750	NP_390452.1	nucB	1	2
3165	EO946_RS13015	WP_003226110.1	gnd	BSU_25730	NP_390450.1	yqeC	1	3
3166	EO946_RS13010	WP_003226112.1	NA	BSU_25720	NP_390449.1	yqeD	1	3
3167	EO946_RS13005	WP_003226114.1	NA	BSU_25710	NP_390448.1	cwlH	1	5
3168	EO946_RS12995	WP_003226118.1	NA	BSU_25700	NP_390447.1	yqeF	1	1
3169	EO946_RS12990	WP_003226124.1	NA	BSU_25690	YP_054588.1	sda	1	1
3170	EO946_RS12985	WP_003226126.1	NA	BSU_25680	NP_390446.1	yqeG	1	1
3171	EO946_RS12980	WP_003226128.1	yqeH	BSU_25670	NP_390445.1	rgpH	1	1
3172	EO946_RS12975	WP_003226130.1	NA	BSU_25660	NP_390444.2	aroE	1	1
3173	EO946_RS12970	WP_003226133.1	yhbY	BSU_25650	NP_390443.1	yqeI	1	1
3174	EO946_RS12965	WP_003226135.1	NA	BSU_25640	NP_390442.1	nadD	1	1
3175	EO946_RS12960	WP_003226137.1	NA	BSU_25630	NP_390441.1	yqeK	1	1
3176	EO946_RS12955	WP_003226139.1	rsfS	BSU_25620	NP_390440.1	rsfS	1	1
3177	EO946_RS12950	WP_003226141.1	NA	BSU_25610	NP_390439.1	yqeM	1	1
3178	EO946_RS12945	WP_003226143.1	NA	BSU_25600	NP_390438.1	comER	1	4
3179	EO946_RS12940	WP_003226145.1	NA	BSU_25590	NP_390437.1	comEA	1	1
3180	EO946_RS12935	WP_003226147.1	NA	BSU_25580	NP_390436.1	comEB	1	1
3181	EO946_RS12930	WP_003226149.1	NA	BSU_25570	NP_390435.1	comEC	1	1
3182	EO946_RS12925	WP_003226152.1	NA	BSU_25569	YP_003097762.1	yqzM	1	1
3183	EO946_RS12915	WP_003226154.1	holA	BSU_25560	NP_390434.1	holA	1	1
3184	EO946_RS12910	WP_003226155.1	rpsT	BSU_25550	NP_390433.2	rpsT	1	1
3185	EO946_RS12905	WP_003226157.1	gpr	BSU_25540	NP_390432.1	gpr	1	1
3186	EO946_RS12900	WP_003226159.1	NA	BSU_25530	NP_390431.1	spoIIP	1	1
3187	EO946_RS12895	WP_003226161.1	NA	BSU_25520	NP_390430.1	yqxA	1	1
3188	EO946_RS12890	WP_003226163.1	lepA	BSU_25510	NP_390429.1	lepA	1	2
3189	EO946_RS12885	WP_003226165.1	NA	BSU_25500	NP_390428.2	hemN	1	1
3190	EO946_RS12880	WP_003226167.1	hrcA	BSU_25490	NP_390427.1	hrcA	1	1
3191	EO946_RS12875	WP_003226169.1	grpE	BSU_25480	NP_390426.1	grpE	1	1
3192	EO946_RS12870	WP_003226171.1	dnaK	BSU_25470	NP_390425.1	dnaK	1	1
3193	EO946_RS12865	WP_003226173.1	dnaJ	BSU_25460	NP_390424.2	dnaJ	1	1
3194	EO946_RS12860	WP_003226175.1	NA	BSU_25450	NP_390423.2	prmA	1	1
3195	EO946_RS12855	WP_003226177.1	NA	BSU_25440	NP_390422.1	rsmE	1	1
3196	EO946_RS12850	WP_003226178.1	mtaB	BSU_25430	NP_390421.1	mtaB	1	2
3197	EO946_RS12845	WP_003226181.1	NA	BSU_25420	NP_390420.2	yqeW	1	1
3198	EO946_RS12835	WP_003226182.1	NA	BSU_25400	NP_390418.1	yqeY	1	1
3199	EO946_RS12830	WP_003226184.1	NA	BSU_25390	NP_390417.1	nfeDA	1	1
3200	EO946_RS12825	WP_003226187.1	NA	BSU_25380	NP_390416.1	floA	1	1
3201	EO946_RS12820	WP_003226188.1	NA	BSU_25370	NP_390415.2	yqfB	1	1
3202	EO946_RS12815	WP_003226191.1	yqfC	BSU_25360	NP_390414.1	yqfC	1	1
3203	EO946_RS12810	WP_003226193.1	yqfD	BSU_25350	NP_390413.2	yqfD	1	1
3204	EO946_RS12805	WP_003226195.1	NA	BSU_25340	NP_390412.2	phoH	1	1
3205	EO946_RS12795	WP_003226199.1	ybeY	BSU_25320	NP_390410.2	rnrY	1	1
3206	EO946_RS12790	WP_003226203.1	NA	BSU_25310	NP_390409.2	unpK	1	1
3207	EO946_RS12785	WP_003226204.1	NA	BSU_25300	NP_390408.1	cdd	1	1
3208	EO946_RS12780	WP_003226207.1	NA	BSU_25290	NP_390407.1	era	1	1
3209	EO946_RS12770	WP_003226211.1	recO	BSU_25280	NP_390406.2	recO	1	1
3210	EO946_RS12765	WP_003226213.1	glyQ	BSU_25270	NP_390405.1	glyQ	1	1
3211	EO946_RS12760	WP_003226215.1	glyS	BSU_25260	NP_390404.2	glyS	1	1
3212	EO946_RS12755	WP_003226217.1	NA	BSU_25250	NP_390403.1	ccpN	1	1
3213	EO946_RS12750	WP_003226219.1	NA	BSU_25240	NP_390402.1	ppsR	1	1
3214	EO946_RS12745	WP_003226221.1	NA	BSU_25230	NP_390401.2	yqxD	1	1
3215	EO946_RS12740	WP_003226223.1	NA	BSU_25210	NP_390400.2	dnaG	1	1
3216	EO946_RS12735	WP_003226225.1	rpoD	BSU_25200	NP_390399.2	sigA	1	1
3217	EO946_RS12730	WP_003226226.1	NA	BSU_25190	NP_390398.1	cccA	1	3
3218	EO946_RS12720	WP_003226229.1	NA	BSU_25170	NP_390396.1	yqfO	1	1
3219	EO946_RS12715	WP_003226231.1	NA	BSU_25160	NP_390395.2	ispH	1	1
3220	EO946_RS12710	WP_003226233.1	NA	BSU_25150	NP_390394.1	yqfQ	1	1
3221	EO946_RS12705	WP_003226234.1	NA	BSU_25140	NP_390393.1	cshB	1	4
3222	EO946_RS12695	WP_003226238.1	NA	BSU_25120	NP_390391.1	yqfT	1	1
3223	EO946_RS12690	WP_003226239.1	NA	BSU_25110	NP_390390.2	yqfU	1	6
3224	EO946_RS12685	WP_003226241.1	NA	BSU_25100	NP_390389.2	zur	1	3
3225	EO946_RS12680	WP_003226243.1	NA	BSU_25090	NP_390388.1	yqfW	1	1
3226	EO946_RS12665	WP_003226250.1	NA	BSU_25060	NP_390385.1	yqfZ	1	1
3227	EO946_RS12660	WP_003226252.1	NA	BSU_25040	NP_390383.2	yqgB	1	1
3228	EO946_RS12655	WP_003226254.1	NA	BSU_25030	NP_390382.1	yqgC	1	1
3229	EO946_RS12650	WP_003226255.1	NA	BSU_25020	NP_390381.3	sodA	1	2
3230	EO946_RS12645	WP_003226258.1	NA	BSU_25010	NP_390380.2	yqgE	1	1
3231	EO946_RS12640	WP_003226259.1	NA	BSU_25000	NP_390379.1	pbpA	1	3
3232	EO946_RS12635	WP_003226261.1	NA	BSU_24990	NP_390378.1	pstS	1	1
3233	EO946_RS12630	WP_003226263.1	pstC	BSU_24980	NP_390377.2	pstC	1	2
3234	EO946_RS12625	WP_003226265.1	pstA	BSU_24970	NP_390376.2	pstA	1	2
3235	EO946_RS12620	WP_003226267.1	NA	BSU_24960	NP_390375.1	pstBA	1	82
3236	EO946_RS12615	WP_003226269.1	NA	BSU_24950	NP_390374.1	pstBB	1	82
3237	EO946_RS12610	WP_003226271.1	NA	BSU_24940	NP_390373.2	yqzC	1	1
3238	EO946_RS12605	WP_003226272.1	NA	BSU_24930	NP_390372.1	yqzD	1	1
3239	EO946_RS12600	WP_003226274.1	NA	BSU_24920	NP_390371.1	yqgL	1	1
3240	EO946_RS12595	WP_003226275.1	NA	BSU_24910	NP_390370.2	yqgM	1	2
3241	EO946_RS12585	WP_003226277.1	NA	BSU_24890	NP_390369.1	folN	1	1
3242	EO946_RS12580	WP_003226278.1	NA	BSU_24880	NP_390368.1	yqgO	1	1
3243	EO946_RS12575	WP_003226279.1	NA	BSU_24870	NP_390367.2	glpG	1	1
3244	EO946_RS12570	WP_003226283.1	NA	BSU_24860	NP_390366.1	yqgQ	1	1
3245	EO946_RS12565	WP_003226285.1	NA	BSU_24850	NP_390365.2	glcK	1	3
3246	EO946_RS12560	WP_003226288.1	NA	BSU_24840	NP_390364.2	ltaSC	1	4
3247	EO946_RS12550	WP_003226292.1	NA	BSU_24820	NP_390362.2	yqgU	1	1
3248	EO946_RS12545	WP_003226294.1	NA	BSU_24810	NP_390361.2	yqgV	1	1
3249	EO946_RS12540	WP_003226295.1	NA	BSU_24800	NP_390360.1	yqgW	1	1
