i	locus_tag	old_locus_tag	protein_id	gene	strand	start	end	product
3301	EO946_RS17085	EO946_17080	WP_003219952.1	NA	-1	3301987	3303382	arabinose-proton symporter AraE
3302	EO946_RS17090	EO946_17085	WP_003219950.1	NA	1	3303585	3304674	arabinose utilization transcriptional regulator AraR
3303	EO946_RS17095	EO946_17090	WP_003219947.1	NA	-1	3304722	3305733	LLM class flavin-dependent oxidoreductase
3304	EO946_RS17100	EO946_17095	WP_079996463.1	NA	1	3305955	3306183	EamA family transporter
3305	EO946_RS17105	EO946_17100	WP_003219943.1	NA	-1	3306223	3307567	amino acid permease
3306	EO946_RS17110	EO946_17105	WP_003219941.1	NA	-1	3307967	3309002	glycosylase
3307	EO946_RS17115	EO946_17110	WP_003219938.1	NA	-1	3309108	3309831	lactate utilization protein C
3308	EO946_RS17120	EO946_17115	WP_003219936.1	NA	-1	3309830	3311270	lactate utilization iron-sulfur protein LutB
3309	EO946_RS17125	EO946_17120	WP_003219934.1	NA	-1	3311296	3312013	lactate utilization iron-sulfur protein LutA
3310	EO946_RS17130	EO946_17125	WP_003219931.1	NA	-1	3312187	3312805	DUF2812 domain-containing protein
3311	EO946_RS17135	EO946_17130	WP_003219929.1	NA	-1	3312801	3313131	PadR family transcriptional regulator
3312	EO946_RS17140	EO946_17135	WP_003219927.1	NA	-1	3313250	3313853	two-component system response regulator YvfU
3313	EO946_RS17145	EO946_17140	WP_032727284.1	NA	-1	3313869	3314985	sensor histidine kinase
3314	EO946_RS17150	EO946_17145	WP_003219923.1	NA	-1	3314988	3315726	ABC transporter permease
3315	EO946_RS17155	EO946_17150	WP_079996464.1	NA	-1	3315726	3316632	ABC transporter ATP-binding protein
3316	EO946_RS17160	EO946_17155	WP_003219918.1	NA	1	3316916	3317726	alpha/beta hydrolase
3317	EO946_RS17165	EO946_17160	WP_003219916.1	NA	1	3317760	3318972	SpoIIE family protein phosphatase
3318	EO946_RS17170	EO946_17165	NA	NA	-1	3319012	3320304	arabinogalactan endo-1,4-beta-galactosidase
3319	EO946_RS17175	EO946_17170	WP_079996465.1	NA	-1	3320384	3322448	beta-galactosidase GanA
3320	EO946_RS17180	EO946_17175	WP_003219912.1	NA	-1	3322465	3323317	arabinogalactan oligomer ABC transporter permease GanQ
3321	EO946_RS17185	EO946_17180	WP_003219911.1	NA	-1	3323320	3324577	arabinogalactan oligomer ABC transporter permease GanP
3322	EO946_RS17190	EO946_17185	WP_003219910.1	NA	-1	3324616	3325882	arabinogalactan oligomer ABC transporter substrate-binding protein GanS
3323	EO946_RS17195	EO946_17190	WP_003219909.1	NA	-1	3326023	3327016	galactan degradation operon transcriptional regulator GanR
3324	EO946_RS17200	EO946_17195	WP_003219908.1	NA	-1	3327197	3327920	L-lactate utilization/bacilysin biosynthesis transcriptional regulator LutR
3325	EO946_RS17205	EO946_17200	WP_003219907.1	NA	1	3328147	3329839	L-lactate permease
3326	EO946_RS17210	EO946_17205	WP_003219906.1	rpoN	-1	3329865	3331176	RNA polymerase factor sigma-54
3327	EO946_RS17215	EO946_17210	WP_003219905.1	NA	1	3331254	3331473	hypothetical protein
3328	EO946_RS17220	EO946_17215	WP_003219904.1	NA	-1	3331483	3332449	pyruvyl transferase
3329	EO946_RS17225	EO946_17220	WP_003219902.1	NA	-1	3332427	3333594	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
3330	EO946_RS17230	EO946_17225	WP_003219900.1	NA	-1	3333610	3334249	acetyltransferase
3331	EO946_RS17235	EO946_17230	WP_003219897.1	NA	-1	3334245	3334854	sugar transferase
3332	EO946_RS17240	EO946_17235	WP_003219896.1	NA	-1	3334850	3336368	MATE family efflux transporter
3333	EO946_RS17245	EO946_17240	WP_003219894.1	NA	-1	3336364	3337399	glycosyltransferase
3334	EO946_RS17250	EO946_17245	WP_003219892.1	NA	-1	3337395	3338472	pyruvyl transferase
3335	EO946_RS17255	EO946_17250	WP_003219890.1	NA	-1	3338476	3339511	glycosyltransferase
3336	EO946_RS17260	EO946_17255	WP_003219888.1	NA	-1	3339535	3340639	biofilm exopolysaccharide biosynthesis protein EpsG
3337	EO946_RS17265	EO946_17260	WP_003219886.1	NA	-1	3340642	3341791	glycosyltransferase family 1 protein
3338	EO946_RS17270	EO946_17265	WP_003219884.1	NA	-1	3341783	3342620	glycosyltransferase EpsE
3339	EO946_RS17275	EO946_17270	WP_003219882.1	NA	-1	3342616	3343762	glycosyltransferase family 4 protein
3340	EO946_RS17280	EO946_17275	WP_003219881.1	NA	-1	3343773	3345570	polysaccharide biosynthesis protein
3341	EO946_RS17285	EO946_17280	WP_003219879.1	NA	-1	3345829	3346513	protein tyrosine kinase EpsB
3342	EO946_RS17290	EO946_17285	WP_003219876.1	NA	-1	3346518	3347223	hypothetical protein
3343	EO946_RS17295	EO946_17290	WP_003219874.1	NA	1	3347468	3347927	transcriptional regulator SlrR
3344	EO946_RS17300	EO946_17295	WP_003219872.1	NA	1	3348001	3349471	carboxylesterase/lipase family protein
3345	EO946_RS17305	EO946_17300	WP_003219871.1	NA	1	3349473	3349665	hypothetical protein
3346	EO946_RS17310	EO946_17305	WP_003219868.1	NA	-1	3349691	3350177	phenolic acid decarboxylase
3347	EO946_RS17315	EO946_17310	WP_003219867.1	NA	-1	3350198	3350654	DUF3237 domain-containing protein
3348	EO946_RS17320	EO946_17315	WP_003219865.1	NA	-1	3350780	3351464	amino acid racemase
3349	EO946_RS17325	EO946_17320	WP_003219863.1	NA	-1	3351479	3352835	serine hydrolase
3350	EO946_RS17330	EO946_17325	WP_003219862.1	NA	1	3353590	3355012	levansucrase
3351	EO946_RS17335	EO946_17330	WP_003219860.1	NA	1	3355088	3356639	glycoside hydrolase family 32 protein
3352	EO946_RS17340	EO946_17335	WP_003219858.1	NA	1	3356746	3358309	APC family permease
3353	EO946_RS17345	EO946_17340	WP_136975878.1	NA	1	3358298	3358988	TetR/AcrR family transcriptional regulator
3354	EO946_RS17350	EO946_17345	WP_003219855.1	NA	1	3359068	3359404	multidrug efflux SMR transporter
3355	EO946_RS17355	EO946_17350	WP_003219853.1	NA	1	3359403	3359718	multidrug efflux SMR transporter
3356	EO946_RS17360	EO946_17355	WP_003219851.1	NA	-1	3359759	3360272	DUF3231 family protein
3357	EO946_RS17370	EO946_17365	WP_003219849.1	clpP	1	3360772	3361369	ATP-dependent Clp endopeptidase proteolytic subunit ClpP
3358	EO946_RS17375	EO946_17370	WP_003219847.1	NA	-1	3361403	3361979	TIGR00730 family Rossman fold protein
3359	EO946_RS17380	EO946_17375	WP_003219846.1	NA	1	3362096	3362417	hypothetical protein
3360	EO946_RS17385	EO946_17380	WP_003219845.1	NA	-1	3362443	3364045	SulP family inorganic anion transporter
3361	EO946_RS17390	EO946_17385	WP_079996466.1	NA	-1	3364063	3364657	carbonic anhydrase
3362	EO946_RS17395	EO946_17390	WP_079996468.1	NA	1	3365050	3366028	D-glycerate dehydrogenase
3363	EO946_RS17400	EO946_17395	WP_003219842.1	NA	-1	3366063	3367998	FtsX-like permease family protein
3364	EO946_RS17405	EO946_17400	WP_003219841.1	NA	-1	3367972	3368752	lantibiotic ABC transporter ATP-binding protein PsdA
3365	EO946_RS17410	EO946_17405	WP_003219840.1	NA	-1	3368834	3369905	HAMP domain-containing histidine kinase
3366	EO946_RS17415	EO946_17410	WP_003219839.1	NA	-1	3369898	3370612	two-component system response regulator PsdR
3367	EO946_RS17420	EO946_17415	WP_003219838.1	NA	1	3370758	3370968	lipoprotein
3368	EO946_RS17425	EO946_17420	WP_003219837.1	NA	-1	3371003	3371759	arylamine N-acetyltransferase
3369	EO946_RS17430	EO946_17425	WP_003219835.1	NA	-1	3371767	3372025	HPr family phosphocarrier protein
3370	EO946_RS17435	EO946_17430	WP_003219831.1	whiA	-1	3372048	3372999	DNA-binding protein WhiA
3371	EO946_RS17440	EO946_17435	WP_003219829.1	NA	-1	3373020	3373974	gluconeogenesis morphogenetic factor
3372	EO946_RS17445	EO946_17440	WP_003219827.1	rapZ	-1	3373975	3374863	RNase adapter RapZ
3373	EO946_RS17450	EO946_17445	WP_003219825.1	NA	-1	3374887	3375355	8-oxo-dGTP diphosphatase
3374	EO946_RS17455	EO946_17450	WP_003219823.1	trxB	-1	3375684	3376635	thioredoxin-disulfide reductase
3375	EO946_RS17460	EO946_17455	WP_003219821.1	NA	-1	3376853	3378263	peptidoglycan DL-endopeptidase CwlO
3376	EO946_RS17465	EO946_17460	WP_003219819.1	NA	-1	3378643	3380098	tetratricopeptide repeat protein
3377	EO946_RS17470	EO946_17465	WP_003219817.1	NA	-1	3380222	3381992	multidrug resistance ABC transporter ATP-binding protein/permease BmrA
3378	EO946_RS17475	EO946_17470	WP_003219814.1	NA	-1	3382156	3382516	hypothetical protein
3379	EO946_RS17480	EO946_17475	WP_003219812.1	NA	-1	3382530	3384417	hypothetical protein
3380	EO946_RS17485	EO946_17480	WP_003219810.1	NA	-1	3384406	3385120	hypothetical protein
3381	EO946_RS17490	EO946_17485	WP_003219809.1	NA	-1	3385372	3385996	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE
3382	EO946_RS17495	EO946_17490	WP_003219807.1	hisF	-1	3385992	3386751	imidazole glycerol phosphate synthase subunit HisF
3383	EO946_RS17500	EO946_17495	WP_003219805.1	hisA	-1	3386747	3387485	1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino]imidazole-4- carboxamide isomerase
3384	EO946_RS17505	EO946_17500	WP_003219804.1	hisH	-1	3387481	3388120	imidazole glycerol phosphate synthase subunit HisH
3385	EO946_RS17510	EO946_17505	WP_003219802.1	hisB	-1	3388120	3388705	imidazoleglycerol-phosphate dehydratase HisB
3386	EO946_RS17515	EO946_17510	WP_003219801.1	hisD	-1	3388701	3389985	histidinol dehydrogenase
3387	EO946_RS17520	EO946_17515	WP_003219799.1	NA	-1	3389981	3390623	ATP phosphoribosyltransferase
3388	EO946_RS17525	EO946_17520	WP_003219796.1	NA	-1	3390615	3391791	ATP phosphoribosyltransferase regulatory subunit
3389	EO946_RS17530	EO946_17525	WP_003219794.1	NA	1	3392040	3392784	hypothetical protein
3390	EO946_RS17535	EO946_17530	WP_003219792.1	NA	1	3393038	3393704	pectate lyase
3391	EO946_RS17540	EO946_17535	WP_003219790.1	NA	-1	3393726	3394245	heptaprenylglyceryl phosphate O-acetyltransferase
3392	EO946_RS17545	EO946_17540	WP_003219788.1	ppaX	-1	3394248	3394899	pyrophosphatase PpaX
3393	EO946_RS17550	EO946_17545	WP_003219786.1	NA	-1	3394895	3395834	membrane protein
3394	EO946_RS17555	EO946_17550	WP_003219785.1	NA	-1	3395857	3396667	prolipoprotein diacylglyceryl transferase
3395	EO946_RS17560	EO946_17555	WP_003219784.1	NA	-1	3396680	3397613	HPr kinase/phosphorylase
3396	EO946_RS17565	EO946_17560	WP_003219783.1	nagA	1	3397794	3398985	N-acetylglucosamine-6-phosphate deacetylase
3397	EO946_RS17570	EO946_17565	WP_003219782.1	nagB	1	3398981	3399710	glucosamine-6-phosphate deaminase
3398	EO946_RS17575	EO946_17570	WP_003219781.1	NA	1	3399727	3400459	transcriptional regulator NagR
3399	EO946_RS17580	EO946_17575	WP_003219780.1	NA	-1	3400477	3404347	hypothetical protein
3400	EO946_RS17585	EO946_17580	WP_003219779.1	NA	1	3404511	3404985	MarR family transcriptional regulator
3401	EO946_RS17590	EO946_17585	WP_003219778.1	NA	-1	3405025	3406243	pulcherriminic acid synthase
3402	EO946_RS17595	EO946_17590	WP_003219776.1	NA	-1	3406257	3407004	tRNA-dependent cyclodipeptide synthase
3403	EO946_RS17600	EO946_17595	WP_003219775.1	NA	1	3407443	3407953	pulcherriminic acid biosynthesis transcriptional regulator PchR
3404	EO946_RS17605	EO946_17600	WP_003219773.1	NA	1	3407974	3409186	MFS transporter
3405	EO946_RS17610	EO946_17605	WP_003219771.1	NA	-1	3409215	3409575	phage holin family protein
3406	EO946_RS17615	EO946_17610	WP_003219770.1	NA	-1	3409576	3409774	PspC domain-containing protein
3407	EO946_RS17620	EO946_17615	WP_003219768.1	NA	-1	3409778	3410876	DUF4097 domain-containing protein
3408	EO946_RS17625	EO946_17620	WP_003219765.1	NA	-1	3410900	3411227	hypothetical protein
3409	EO946_RS17630	EO946_17625	WP_003219764.1	NA	1	3411445	3411676	hypothetical protein
3410	EO946_RS17635	EO946_17630	WP_003219761.1	uvrA	-1	3411719	3414593	excinuclease ABC subunit UvrA
3411	EO946_RS17640	EO946_17635	WP_003219759.1	uvrB	-1	3414600	3416586	excinuclease ABC subunit B
3412	EO946_RS17645	EO946_17640	WP_003219756.1	NA	-1	3416770	3417001	CsbA family protein
3413	EO946_RS17650	EO946_17645	NA	NA	1	3417299	3417690	hypothetical protein
3414	EO946_RS17655	EO946_17650	WP_003219755.1	NA	1	3417970	3420466	phosphotransferase
3415	EO946_RS17660	EO946_17655	WP_003219753.1	NA	1	3420542	3421106	TetR/AcrR family transcriptional regulator
3416	EO946_RS17665	EO946_17660	WP_003219751.1	NA	1	3421140	3422475	MFS transporter
3417	EO946_RS17670	EO946_17665	WP_003219749.1	NA	-1	3422522	3423719	cell division topological determinant MinJ
3418	EO946_RS17675	EO946_17670	WP_015251121.1	swrA	-1	3423797	3424151	swarming motility protein SwrAA
3419	EO946_RS17680	EO946_17675	WP_003219743.1	NA	-1	3424533	3425976	carboxy-terminal processing protease CtpB
3420	EO946_RS17685	EO946_17680	WP_003219742.1	NA	-1	3426312	3427203	cell division ABC transporter permease FtsX
3421	EO946_RS17690	EO946_17685	WP_003219741.1	ftsE	-1	3427195	3427882	cell division ATP-binding protein FtsE
3422	EO946_RS17695	EO946_17690	WP_003219740.1	NA	-1	3428116	3428455	cytochrome c-551
3423	EO946_RS17700	EO946_17695	WP_003219739.1	NA	-1	3428503	3429388	YitT family protein
3424	EO946_RS17705	EO946_17700	WP_100069435.1	prfB	-1	3429516	3430618	peptide chain release factor 2
3425	EO946_RS17710	EO946_17705	WP_003219737.1	secA	-1	3430687	3433213	preprotein translocase subunit SecA
3426	EO946_RS17715	EO946_17710	WP_003219736.1	raiA	-1	3433381	3433951	ribosome hibernation promotion factor
3427	EO946_RS17720	EO946_17715	WP_003219735.1	NA	-1	3434141	3434519	hypothetical protein
3428	EO946_RS17725	EO946_17720	WP_003219734.1	NA	-1	3434528	3434870	flagellar protein FliT
3429	EO946_RS17730	EO946_17725	WP_003219733.1	fliS	-1	3434866	3435268	flagellar export chaperone FliS
3430	EO946_RS17735	EO946_17730	WP_003219732.1	NA	-1	3435289	3436786	flagellar hook-associated protein 2
3431	EO946_RS17740	EO946_17735	WP_003219731.1	flaG	-1	3436803	3437133	flagellar protein FlaG
3432	EO946_RS17745	EO946_17740	WP_003219729.1	NA	-1	3437362	3438190	flagellin Hag
3433	EO946_RS17750	EO946_17745	WP_003219727.1	csrA	-1	3438334	3438559	carbon storage regulator CsrA
3434	EO946_RS17755	EO946_17750	WP_003219723.1	fliW	-1	3438552	3438984	flagellar assembly protein FliW
3435	EO946_RS17760	EO946_17755	WP_003219720.1	NA	-1	3439004	3439580	hypothetical protein
3436	EO946_RS17765	EO946_17760	WP_003219718.1	flgL	-1	3439626	3440523	flagellar hook-associated protein FlgL
3437	EO946_RS17770	EO946_17765	WP_003219716.1	flgK	-1	3440532	3442056	flagellar hook-associated protein FlgK
3438	EO946_RS17775	EO946_17770	WP_003219714.1	NA	-1	3442074	3442557	flagellar protein FlgN
3439	EO946_RS17780	EO946_17775	WP_003219712.1	flgM	-1	3442572	3442839	flagellar biosynthesis anti-sigma factor FlgM
3440	EO946_RS17785	EO946_17780	WP_003219710.1	NA	-1	3442919	3443339	membrane protein
3441	EO946_RS17790	EO946_17785	WP_013308058.1	NA	-1	3443411	3444134	ComF family protein
3442	EO946_RS17795	EO946_17790	WP_003219707.1	NA	-1	3444097	3444394	late competence protein ComFB
3443	EO946_RS17800	EO946_17795	WP_079996654.1	NA	-1	3444462	3445845	DEAD/DEAH box helicase
3444	EO946_RS17805	EO946_17800	WP_003219702.1	NA	-1	3445952	3446798	DegV family protein
3445	EO946_RS17810	EO946_17805	WP_003219701.1	NA	-1	3446895	3447585	two-component system response regulator DegU
3446	EO946_RS17815	EO946_17810	WP_003219693.1	NA	-1	3447667	3448825	two-component sensor histidine kinase DegS
3447	EO946_RS17820	EO946_17815	WP_003219692.1	NA	1	3449040	3449694	YigZ family protein
3448	EO946_RS17825	EO946_17820	WP_003219689.1	NA	1	3449693	3450818	LCP family protein
3449	EO946_RS17830	EO946_17825	WP_003219687.1	NA	-1	3450891	3451968	undecaprenyl/decaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
3450	EO946_RS17835	EO946_17830	WP_079996656.1	NA	-1	3452112	3453306	glycosyltransferase family 1 protein
3451	EO946_RS17840	EO946_17835	WP_003219681.1	NA	-1	3453334	3454093	glycosyltransferase family 2 protein
3452	EO946_RS17845	EO946_17840	WP_003219679.1	NA	-1	3454116	3454797	hydrolase involved in teichuronic acid synthesis
3453	EO946_RS17850	EO946_17845	WP_003219676.1	NA	-1	3454825	3456292	hypothetical protein
3454	EO946_RS17855	EO946_17850	WP_079996657.1	NA	-1	3456375	3457761	UDP-glucose 6-dehydrogenase TuaD
3455	EO946_RS17860	EO946_17855	WP_003219671.1	NA	-1	3457822	3458992	glycosyltransferase family 4 protein
3456	EO946_RS17865	EO946_17860	WP_032727386.1	NA	-1	3458988	3460440	MOP flippase family protein
3457	EO946_RS17870	EO946_17865	WP_003219668.1	NA	-1	3460495	3461155	sugar transferase
3458	EO946_RS17875	EO946_17870	WP_003219666.1	tarQ	-1	3461389	3463294	(poly)ribitol-phosphate teichoic acid beta-D-glucosyltransferase TarQ
3459	EO946_RS17880	EO946_17875	WP_003219664.1	NA	-1	3463512	3465000	N-acetylmuramoyl-L-alanine amidase
3460	EO946_RS17885	EO946_17880	WP_003219662.1	NA	-1	3465087	3467241	SpoIID/LytB domain-containing protein
3461	EO946_RS17890	EO946_17885	WP_003219659.1	NA	-1	3467268	3467592	hypothetical protein
3462	EO946_RS17895	EO946_17890	WP_003219657.1	NA	1	3467804	3468725	LytR family transcriptional regulator
3463	EO946_RS17900	EO946_17895	WP_003219655.1	NA	-1	3468765	3469908	UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)
3464	EO946_RS17905	EO946_17900	WP_003219653.1	NA	-1	3469930	3471835	glycosyltransferase family 2 protein
3465	EO946_RS17910	EO946_17905	WP_003219651.1	NA	-1	3471909	3473430	glycosyltransferase
3466	EO946_RS17915	EO946_17910	WP_003219648.1	NA	-1	3473464	3474832	hypothetical protein
3467	EO946_RS17920	EO946_17915	WP_003219646.1	galU	1	3475173	3476052	UTP--glucose-1-phosphate uridylyltransferase GalU
3468	EO946_RS17925	EO946_17920	WP_003219644.1	tagH	-1	3476090	3477674	teichoic acids export ABC transporter ATP-binding subunit TagH
3469	EO946_RS17930	EO946_17925	WP_003219641.1	tagG	-1	3477693	3478521	teichoic acids export ABC transporter permease subunit TagG
3470	EO946_RS17935	EO946_17930	WP_003219639.1	NA	-1	3478737	3480765	hypothetical protein
3471	EO946_RS17940	EO946_17935	WP_003219638.1	NA	-1	3480789	3481566	hypothetical protein
3472	EO946_RS17945	EO946_17940	WP_003219637.1	NA	-1	3481562	3484247	bifunctional glycosyltransferase family 2 protein/CDP-glycerol:glycerophosphate glycerophosphotransferase
3473	EO946_RS17950	EO946_17945	WP_003219635.1	NA	-1	3484287	3485634	glycosyltransferase family 2 protein
3474	EO946_RS17955	EO946_17950	WP_003219633.1	NA	-1	3485664	3486849	CDP-glycerol glycerophosphotransferase family protein
3475	EO946_RS17960	EO946_17955	WP_003219631.1	tagD	-1	3486952	3487342	glycerol-3-phosphate cytidylyltransferase
3476	EO946_RS17965	EO946_17960	WP_003219629.1	NA	1	3487850	3488624	WecB/TagA/CpsF family glycosyltransferase
3477	EO946_RS17970	EO946_17965	WP_003219627.1	NA	1	3488719	3489871	CDP-glycerol--glycerophosphate glycerophosphotransferase
3478	EO946_RS17975	EO946_17970	WP_003219625.1	NA	1	3489959	3490673	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
3479	EO946_RS17980	EO946_17975	WP_003219623.1	NA	1	3490669	3491695	alcohol dehydrogenase catalytic domain-containing protein
3480	EO946_RS17985	EO946_17980	WP_003219621.1	NA	1	3491698	3492868	ribitolphosphotransferase
3481	EO946_RS17990	EO946_17985	WP_003219619.1	NA	1	3492886	3494746	polyribitolphosphotransferase
3482	EO946_RS17995	EO946_17990	WP_013308059.1	NA	-1	3494784	3497427	SH3 domain-containing protein
3483	EO946_RS18000	EO946_17995	WP_003219613.1	manA	-1	3497554	3498505	mannose-6-phosphate isomerase, class I
3484	EO946_RS18005	EO946_18000	WP_003219610.1	NA	1	3498771	3500223	spore germination protein
3485	EO946_RS18010	EO946_18005	WP_003219608.1	NA	1	3500228	3501335	GerAB/ArcD/ProY family transporter
3486	EO946_RS18015	EO946_18010	WP_032727385.1	NA	1	3501340	3502465	Ger(x)C family spore germination protein
3487	EO946_RS18020	EO946_18015	WP_003219605.1	NA	-1	3502501	3503875	sugar porter family MFS transporter
3488	EO946_RS18025	EO946_18020	WP_003219603.1	NA	1	3504212	3505181	polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagT
3489	EO946_RS18030	EO946_18025	WP_003219601.1	NA	1	3505338	3506199	Cof-type HAD-IIB family hydrolase
3490	EO946_RS18035	EO946_18030	WP_003219600.1	NA	-1	3506233	3507475	C40 family peptidase
3491	EO946_RS18040	EO946_18035	WP_003219598.1	NA	-1	3507615	3507783	hypothetical protein
3492	EO946_RS18045	EO946_18040	WP_003219596.1	NA	-1	3507797	3508940	capsular polyglutamate synthetase
3493	EO946_RS18050	EO946_18045	WP_003219594.1	pgsC	-1	3508958	3509408	capsular polyglutamate amide ligase/translocase PgsC
3494	EO946_RS18055	EO946_18050	WP_003219593.1	pgsB	-1	3509422	3510604	poly-gamma-glutamate synthase PgsB
3495	EO946_RS18060	EO946_18055	WP_003219589.1	NA	1	3511385	3512375	LacI family transcriptional regulator
3496	EO946_RS18065	EO946_18060	WP_003219587.1	rbsK	1	3512367	3513249	ribokinase
3497	EO946_RS18070	EO946_18065	WP_003219585.1	rbsD	1	3513245	3513641	D-ribose pyranase
3498	EO946_RS18075	EO946_18070	WP_003219583.1	rbsA	1	3513656	3515138	ribose ABC transporter ATP-binding protein RbsA
3499	EO946_RS18080	EO946_18075	WP_003219581.1	rbsC	1	3515139	3516108	ribose ABC transporter permease
3500	EO946_RS18085	EO946_18080	WP_003219579.1	rbsB	1	3516121	3517039	ribose ABC transporter substrate-binding protein RbsB
3501	EO946_RS18090	EO946_18085	WP_003219576.1	NA	1	3517148	3517685	SH3 domain-containing protein
3502	EO946_RS18095	EO946_18090	WP_003219574.1	NA	1	3517839	3518136	DUF3892 domain-containing protein
3503	EO946_RS18100	EO946_18095	WP_003219573.1	NA	-1	3518176	3518704	NAD(P)H-dependent oxidoreductase
3504	EO946_RS18105	EO946_18100	WP_003219571.1	budA	-1	3518802	3519570	acetolactate decarboxylase
3505	EO946_RS18110	EO946_18105	WP_003219569.1	alsS	-1	3519631	3521344	acetolactate synthase AlsS
3506	EO946_RS18115	EO946_18110	WP_003219567.1	NA	1	3521503	3522391	LysR family transcriptional regulator
3507	EO946_RS18120	EO946_18115	WP_003219565.1	NA	-1	3522429	3523521	spore coat protein
3508	EO946_RS18125	EO946_18120	WP_013308061.1	NA	1	3523662	3524259	hypothetical protein
3509	EO946_RS18130	EO946_18125	WP_003221723.1	NA	1	3524429	3525047	flavin reductase family protein
3510	EO946_RS18135	EO946_18130	WP_003221724.1	NA	1	3525209	3525545	DUF4181 domain-containing protein
3511	EO946_RS18140	EO946_18135	WP_003221729.1	ggt	-1	3525549	3527127	gamma-glutamyltransferase
3512	EO946_RS18145	EO946_18140	WP_003221731.1	NA	1	3527341	3527818	chromate efflux transcriptional regulator ChrS
3513	EO946_RS18150	EO946_18145	WP_003221733.1	NA	1	3527831	3528425	chromate efflux transporter subunit ChrB
3514	EO946_RS18155	EO946_18150	WP_003221734.1	NA	1	3528421	3528958	chromate resistance efflux protein ChrA
3515	EO946_RS18160	EO946_18155	WP_003221736.1	NA	-1	3528984	3529206	hypothetical protein
3516	EO946_RS18165	EO946_18160	WP_003221738.1	NA	-1	3529202	3529748	flavodoxin family protein
3517	EO946_RS18170	EO946_18165	WP_003221741.1	NA	1	3529870	3530752	LysR family transcriptional regulator
3518	EO946_RS18175	EO946_18170	WP_003221743.1	NA	-1	3530812	3533098	glycoside hydrolase family 127 protein
3519	EO946_RS18180	EO946_18175	WP_003221744.1	NA	1	3533255	3534122	AraC family transcriptional regulator
3520	EO946_RS18185	EO946_18180	WP_003221746.1	NA	-1	3534153	3534870	endonuclease V
3521	EO946_RS18190	EO946_18185	WP_003221748.1	NA	-1	3534926	3535418	hypothetical protein
3522	EO946_RS18195	EO946_18190	WP_003221750.1	NA	-1	3535630	3536284	hypothetical protein
3523	EO946_RS18200	EO946_18195	WP_003221752.1	NA	-1	3536360	3536912	hypothetical protein
3524	EO946_RS18205	EO946_18200	NA	NA	-1	3537044	3537420	hypothetical protein
3525	EO946_RS18210	EO946_18205	WP_003221754.1	NA	-1	3537494	3538046	hypothetical protein
3526	EO946_RS18215	EO946_18210	WP_003221755.1	NA	-1	3538050	3539952	transposase
3527	EO946_RS18220	EO946_18215	WP_003221757.1	NA	-1	3539970	3540231	YwqI/YxiC family protein
3528	EO946_RS18225	EO946_18220	WP_003221759.1	NA	-1	3540240	3540663	DUF5082 family protein
3529	EO946_RS18230	EO946_18225	WP_003221760.1	NA	-1	3541034	3542357	UDP-glucose 6-dehydrogenase UglF
3530	EO946_RS18235	EO946_18230	WP_003221763.1	NA	-1	3542552	3543317	tyrosine-protein phosphatase
3531	EO946_RS18240	EO946_18235	WP_003221765.1	NA	-1	3543366	3544083	CpsD/CapB family tyrosine-protein kinase
3532	EO946_RS18245	EO946_18240	WP_003221767.1	NA	-1	3544072	3544819	protein-tyrosine kinase activator TkmA
3533	EO946_RS18250	EO946_18245	WP_003221769.1	NA	-1	3545053	3545197	hypothetical protein
3534	EO946_RS18255	EO946_18250	WP_003221771.1	NA	1	3545400	3547011	SWIM zinc finger family protein
3535	EO946_RS18260	EO946_18255	WP_003221774.1	NA	1	3546997	3549766	DEAD/DEAH box helicase
3536	EO946_RS18265	EO946_18260	WP_003221776.1	NA	-1	3549894	3550752	Cof-type HAD-IIB family hydrolase
3537	EO946_RS18270	EO946_18265	WP_003221778.1	NA	-1	3550757	3551534	transcriptional regulator GlcR
3538	EO946_RS18275	EO946_18270	WP_003221780.1	ssb	-1	3551758	3552100	single-stranded DNA-binding protein
3539	EO946_RS18280	EO946_18275	WP_003221783.1	NA	-1	3552176	3552560	hypothetical protein
3540	EO946_RS18285	EO946_18280	WP_003221785.1	NA	1	3552736	3553147	hypothetical protein
3541	EO946_RS18290	EO946_18285	WP_079996659.1	NA	-1	3553279	3553723	class A sortase
3542	EO946_RS18295	EO946_18290	WP_003221788.1	NA	-1	3554014	3559957	LPXTG cell wall anchor domain-containing protein
3543	EO946_RS18300	EO946_18295	WP_003221789.1	NA	-1	3560277	3561354	response regulator
3544	EO946_RS18305	EO946_18300	WP_003221790.1	NA	1	3561527	3564608	response regulator
3545	EO946_RS18310	EO946_18305	WP_032727384.1	mscL	-1	3564647	3565040	large conductance mechanosensitive channel protein MscL
3546	EO946_RS18315	EO946_18310	WP_003221796.1	fabZ	-1	3565115	3565541	3-hydroxyacyl-ACP dehydratase FabZ
3547	EO946_RS18320	EO946_18315	WP_013308065.1	NA	1	3565732	3566797	aspartate phosphatase RapD
