i	locus_tag	old_locus_tag	protein_id	gene	strand	start	end	product
3448	BSU_32720	BSU32720	NP_391151.1	yurZ	-1	3361304	3361682	conserved protein of unknown function
3449	BSU_32730	BSU32730	NP_391152.1	metQ	-1	3361766	3362591	methionine ABC transporter, substrate binding lipoprotein
3450	BSU_32740	BSU32740	NP_391153.1	metP	-1	3362604	3363273	methionine ABC transporter, permease component
3451	BSU_32750	BSU32750	NP_391154.1	metN	-1	3363265	3364291	methionine ABC transporter (ATP-binding protein)
3452	BSU_32760	BSU32760	NP_391155.1	yusD	-1	3364617	3364962	conserved protein of unknown function
3453	BSU_32770	BSU32770	NP_391156.1	yusE	-1	3365068	3365389	putative thiol-disulfide oxidoreductase with thioredoxin domain
3454	BSU_32780	BSU32780	NP_391157.1	yusF	-1	3365390	3365831	putative ribonuclease
3455	BSU_32790	BSU32790	NP_391158.1	yusG	-1	3365830	3366067	conserved protein of unknown function
3456	BSU_32800	BSU32800	NP_391159.1	gcvH	-1	3366122	3366506	glycine cleavage system protein H (lipoyl acceptor protein)
3457	BSU_32810	BSU32810	NP_391160.1	yusI	-1	3366572	3366929	putative oxidoreductase with thioredoxin domain and regulator domain
3458	BSU_32820	BSU32820	NP_391161.1	fadE	-1	3367039	3368824	acyl-CoA dehydrogenase (FAD dependent)
3459	BSU_32830	BSU32830	NP_391162.1	fadA	-1	3368838	3370014	acetyl-CoA C-acyltransferase
3460	BSU_32840	BSU32840	NP_391163.2	fadN	-1	3370024	3372394	bifunctional enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase
3461	BSU_32849	BSU32849	YP_003097783.1	yuzL	1	3372568	3372715	conserved protein of unknown function
3462	BSU_32850	BSU32850	NP_391164.1	putM	-1	3372739	3373648	proline dehydrogenase 1
3463	BSU_32859	BSU32859	YP_003097784.1	yuzM	1	3373742	3373988	conserved protein of unknown function
3464	BSU_32860	BSU32860	NP_391165.1	yusN	1	3374000	3374333	putative spore coat-like protein
3465	BSU_32870	BSU32870	NP_391166.1	mdtR	1	3374491	3374959	transcriptional regulator (MarR family, low level antibiotic resistance)
3466	BSU_32880	BSU32880	NP_391167.1	mdtP	1	3374955	3376581	multidrug-efflux transporter
3467	BSU_32890	BSU32890	NP_391168.1	yusQ	-1	3376616	3377000	hydratase of unidentified specificity (tautomerase superfamily)
3468	BSU_32900	BSU32900	NP_391169.1	yusR	-1	3377018	3377408	putative 3-oxoacyl-acyl-carrier protein reductase
3469	BSU_32910	BSU32910	NP_391170.1	yusS	-1	3377429	3377759	conserved enzyme of unknown function
3470	BSU_32920	BSU32920	NP_391171.1	yusT	1	3377892	3378780	transcriptional regulator of unknown specificity (LysR family)
3471	BSU_32930	BSU32930	NP_391172.1	yusU	-1	3378799	3379087	conserved protein of unknown function
3472	BSU_32940	BSU32940	NP_391173.1	feuV	-1	3379111	3379939	iron(III)-siderophore transporter (ATP binding component)
3473	BSU_32950	BSU32950	NP_391174.1	cotNW	-1	3380156	3380594	spore lipoprotein
3474	BSU_32960	BSU32960	NA	yusYc	-1	3380703	3382212	oligoendopeptidase; C-terminal part of YusY
3475	BSU_32970	BSU32970	NA	yusYn	-1	3382208	3382499	oligoendopeptidase; N-terminal part of YusY
3476	BSU_32980	BSU32980	NP_391177.1	yusZ	1	3382632	3383475	putative short-chain acyl dehydrogenase
3477	BSU_32990	BSU32990	NP_391178.1	mrgA	1	3383564	3384026	metalloregulation DNA-binding stress protein
3478	BSU_33000	BSU33000	NP_391180.2	htrB	-1	3384069	3385446	protease-associated chaperone for the extracytoplasmic folding and quality control of exported proteins
3479	BSU_33010	BSU33010	NP_391181.1	cssR	1	3385723	3386401	folding stress-sensitive two-component response regulator
3480	BSU_33020	BSU33020	NP_391182.2	cssS	1	3386397	3387753	folding stress-sensitive two-component sensor histidine kinase
3481	BSU_33029	BSU33029	YP_003097785.1	spxO	-1	3387780	3387945	regulator of SpxA degradation
3482	BSU_33030	BSU33030	NP_391183.1	yuxN	1	3388112	3388988	putative transcriptional regulator
3483	BSU_33040	BSU33040	NP_391184.1	fumC	-1	3389023	3390412	fumarate hydratase
3484	BSU_33049	BSU33049	YP_003097786.1	yvzF	-1	3390478	3390664	conserved protein of unknown function
3485	BSU_33050	BSU33050	NP_391185.2	gerAA	1	3390781	3392230	component of the GerA germination receptor
3486	BSU_33060	BSU33060	NP_391186.1	gerAB	1	3392198	3393296	component of the germination receptor GerA; putative transporter
3487	BSU_33070	BSU33070	NP_391187.1	gerAC	1	3393292	3394414	component of the germination receptor GerA
3488	BSU_33080	BSU33080	NP_391188.1	liaR	-1	3394421	3395057	two-component response regulator [YvqE] responding to cell wall stress
3489	BSU_33090	BSU33090	NP_391189.1	liaS	-1	3395034	3396117	two-component sensor histidine kinase [LiaR(YvqC)] sensing cell wall stress
3490	BSU_33100	BSU33100	NP_391190.1	liaF	-1	3396113	3396839	membrane component associated to the LiaRS two-component system
3491	BSU_33110	BSU33110	NP_391191.2	liaG	-1	3396872	3397745	sensor of antibiotic stress on the cell wall
3492	BSU_33120	BSU33120	NP_391192.1	liaH	-1	3397845	3398523	modulator of liaIHGFSR (yvqIHGFEC) operon expression
3493	BSU_33130	BSU33130	NP_391193.1	liaI	-1	3398549	3398930	membrane anchor for the phage-shock protein A homolog LiaH
3494	BSU_33140	BSU33140	NP_391194.1	yvqJ	-1	3399091	3400360	putative efflux protein
3495	BSU_33150	BSU33150	NP_391195.2	yvqK	-1	3400536	3401118	putative ATP:cob(I)alamin adenosyltransferase
3496	BSU_33160	BSU33160	NP_391196.1	yvrA	-1	3401140	3402469	putative vitamin B12 transport system, ATPase component
3497	BSU_33170	BSU33170	NP_391197.1	yvrB	-1	3402468	3403530	putative vitamin B12 permease
3498	BSU_33180	BSU33180	NP_391198.1	yvrC	-1	3403492	3404437	putative lipoprotein binding vitamin B12
3499	BSU_33190	BSU33190	NP_391199.1	yvrD	1	3404834	3405626	putative oxidoreductase
3500	BSU_33200	BSU33200	NP_391200.1	yvrE	-1	3405663	3406542	putative sugar lactone lactonase
3501	BSU_33210	BSU33210	NP_391201.2	yvrG	-1	3406613	3408356	two-component sensor histidine kinase YvrG [cell wall processes and sublancin production and immunity (YvrH)]
3502	BSU_33221	BSU33221	NP_391202.2	yvrH	-1	3408352	3409066	two-component sensor histidine kinase YvrG [cell wall processes and sublancin production and immunity (YvrG)]
3503	BSU_33222	BSU33222	YP_003097787.1	rsoA	-1	3409218	3409458	regulator of sigma-O
3504	BSU_33230	BSU33230	NP_391203.2	sigO	-1	3409461	3409992	alternative sigma factor
3505	BSU_33239	BSU33239	YP_003097788.1	yvrJ	1	3410006	3410345	factor involved in oxalate decarboxylase expression
3506	BSU_33240	BSU33240	NP_391204.1	oxdC	1	3410465	3411623	oxalate decarboxylase
3507	BSU_33250	BSU33250	NP_391205.1	rsiO	1	3411683	3412094	acid stress-sensitive anti sigma factor
3508	BSU_33260	BSU33260	NP_391207.3	yvrN	-1	3412127	3413357	putative ABC transporter (ATP-binding protein)
3509	BSU_33270	BSU33270	NP_391208.2	yvrO	-1	3413349	3414039	putative ABC transporter (ATP-binding protein)
3510	BSU_33280	BSU33280	NP_391209.1	yvrP	-1	3414022	3415216	putative ABC transporter membrane fusion component
3511	BSU_33290	BSU33290	NP_391210.1	fhuC	-1	3415386	3416196	ferrichrome ABC transporter (ATP-binding protein)
3512	BSU_33300	BSU33300	NP_391211.1	fhuG	-1	3416211	3417222	ferrichrome ABC transporter (permease)
3513	BSU_33310	BSU33310	NP_391212.1	fhuB	-1	3417221	3418376	ferrichrome ABC transporter (permease)
3514	BSU_33320	BSU33320	NP_391213.1	fhuD	1	3418473	3419421	ferrichrome ABC transporter (ferrichrome-binding lipoprotein)
3515	BSU_33330	BSU33330	NP_391214.1	lysP	-1	3419655	3421065	lysine permease
3516	BSU_33340	BSU33340	YP_054593.1	sspJ	-1	3421464	3421605	small acid-soluble spore protein
3517	BSU_33350	BSU33350	NP_391215.1	yvsG	1	3421771	3422254	putative membrane hydrolase
3518	BSU_33360	BSU33360	NP_391216.1	ltaSP	1	3422353	3424207	primase of polyglycerolphosphate lipoteichoic acid (LTA) synthesis
3519	BSU_33370	BSU33370	NP_391217.1	yvgK	-1	3424234	3425161	putative molybdate binding regulator
3520	BSU_33380	BSU33380	NP_391218.1	modA	1	3425271	3426054	molybdate-binding lipoprotein
3521	BSU_33390	BSU33390	NP_391219.3	modB	1	3426025	3426718	molybdenum transport permease
3522	BSU_33400	BSU33400	NP_391220.1	pgoN	-1	3426748	3427579	promiscuous glyoxal/methylglyoxal reductase
3523	BSU_33410	BSU33410	NP_391221.1	yvgO	1	3427801	3428287	exported stress induced factor
3524	BSU_33420	BSU33420	NP_391222.1	nhaK	-1	3428330	3430343	Na+/H+ antiporter
3525	BSU_33430	BSU33430	NP_391223.1	cysI	-1	3430597	3432313	assimilatory sulfite reductase (hemoprotein beta-subunit)
3526	BSU_33440	BSU33440	NP_391224.1	cysJ	-1	3432338	3434156	assimilatory sulfite reductase (flavoprotein alpha-subunit)
3527	BSU_33450	BSU33450	NP_391225.1	helD	-1	3434326	3436651	transcription factor
3528	BSU_33460	BSU33460	NP_391226.1	yvgT	-1	3436848	3437457	putative integral membrane protein
3529	BSU_33470	BSU33470	NP_391227.1	bdbC	-1	3437643	3438060	thiol-disulfide oxidoreductase
3530	BSU_33480	BSU33480	NP_391228.1	bdbD	-1	3438064	3438733	thiol-disulfide oxidoreductase
3531	BSU_33490	BSU33490	NP_391229.3	cadA	-1	3438852	3440961	Cd(II), Zn(II) and Co(II) exporter (ATPase)
3532	BSU_33500	BSU33500	NP_391230.2	copA	-1	3441120	3443529	copper transporter ATPase
3533	BSU_33510	BSU33510	NP_391231.1	copZ	-1	3443612	3443822	copper insertion chaperone and transporter component
3534	BSU_33520	BSU33520	NP_391232.1	csoR	-1	3443895	3444201	repressor of copper utilisation proteins-Cu(I)
3535	BSU_33530	BSU33530	NP_391233.1	iolW	1	3444328	3445405	scyllo-inositol 2-dehydrogenase (NADP(+)-dependent)
3536	BSU_33540	BSU33540	NP_391234.1	azoRB	-1	3445441	3446077	NADH:dichloroindophenol oxidoreductase (2-methylhydroquinone resistance)
3537	BSU_33550	BSU33550	NP_391235.1	yvaC	-1	3446236	3448132	putative integral inner membrane protein
3538	BSU_33560	BSU33560	NP_391236.1	yvaD	-1	3448294	3448696	putative integral inner membrane protein
3539	BSU_33570	BSU33570	NP_391237.1	yvaE	-1	3448692	3449052	putative metabolite-efflux transporter
3540	BSU_33580	BSU33580	NP_391238.1	yvaF	-1	3449048	3449621	putative transcriptional regulator
3541	BSU_33590	BSU33590	NP_391239.1	yvaG	-1	3449731	3450526	putative oxidoreductase
3542	BSU_33600	BSU33600	NP_391240.1	smpB	-1	3451247	3451718	tmRNA-binding protein
3543	BSU_33610	BSU33610	NP_391241.1	rnr	-1	3451862	3454202	ribonuclease R
3544	BSU_33620	BSU33620	NP_391242.2	estA	-1	3454220	3454961	carboxylesterase
3545	BSU_33630	BSU33630	NP_391243.1	secG	-1	3455092	3455323	preprotein translocase subunit
3546	BSU_33640	BSU33640	NP_391244.1	yvaM	1	3455471	3456242	putative hydrolase
3547	BSU_33650	BSU33650	NP_391245.1	yvzC	-1	3456281	3456515	putative phage-like transcriptional regulator
3548	BSU_33660	BSU33660	NP_391246.1	rghRA	1	3456666	3457074	transcriptional repressor
3549	BSU_33670	BSU33670	NP_391247.1	rghRB	1	3457103	3457523	putative phage-like transcriptional repressor
3550	BSU_33680	BSU33680	NP_391248.2	catR	1	3457614	3457941	transcriptional regulator of catechol dioxygenase
3551	BSU_33690	BSU33690	NP_391249.1	yvaQ	1	3458065	3459766	putative methyl-accepting transducer
3552	BSU_33700	BSU33700	NP_391250.1	opuBD	-1	3459805	3460486	choline ABC transporter (permease)
3553	BSU_33710	BSU33710	NP_391251.1	opuBC	-1	3460502	3461423	choline ABC transporter (choline-binding lipoprotein)
3554	BSU_33720	BSU33720	NP_391252.1	opuBB	-1	3461434	3462088	choline ABC transporter (permease)
3555	BSU_33730	BSU33730	NP_391253.1	opuBA	-1	3462104	3463250	choline ABC transporter (ATP-binding protein)
3556	BSU_33740	BSU33740	NP_391254.2	yvaV	1	3463533	3464067	putative transcriptional regulator (controlling choline uptake)
3557	BSU_33750	BSU33750	NP_391255.1	sdpA	1	3464288	3464765	export step of killing factor SdpC
3558	BSU_33760	BSU33760	NP_391256.1	sdpB	1	3464761	3465733	export step of killing factor SdpC
3559	BSU_33770	BSU33770	NP_391257.1	spbC	1	3465775	3466387	precursor of killing factor SdpC
3560	BSU_33780	BSU33780	NP_391258.1	sdpI	-1	3466433	3467057	integral membrane immunity regulator of autophagy
3561	BSU_33790	BSU33790	NP_391259.1	sdpR	-1	3467053	3467326	transcriptional regulator of SdpC synthesis operon (ArsR family)
3562	BSU_33800	BSU33800	NP_391260.1	opuCD	-1	3467545	3468235	glycine betaine/carnitine/choline/choline sulfate ABC transporter (promiscuous permease)
3563	BSU_33810	BSU33810	NP_391261.1	opuCC	-1	3468252	3469164	glycine betaine/carnitine/choline/choline sulfate ABC transporter (osmoprotectant-binding lipoprotein)
3564	BSU_33820	BSU33820	NP_391262.1	opuCB	-1	3469183	3469837	glycine betaine/carnitine/choline/choline sulfate ABC transporter (promiscuous permease)
3565	BSU_33830	BSU33830	NP_391263.1	opuCA	-1	3469859	3471002	glycine betaine/carnitine/choline/choline sulfate ABC transporter (ATP-binding protein)
3566	BSU_33840	BSU33840	NP_391264.1	opcR	1	3471265	3471823	negative transcriptional regulator of choline uptake systems
3567	BSU_33850	BSU33850	NP_391265.1	yvbG	-1	3471840	3472476	putative integral membrane protein
3568	BSU_33860	BSU33860	NP_391266.1	yvbH	1	3472625	3473240	conserved protein of unknown function
3569	BSU_33870	BSU33870	NP_391267.1	yvbI	1	3473371	3474070	conserved protein of unknown function
3570	BSU_33880	BSU33880	NP_391268.1	yvbJ	-1	3474105	3475923	conserved protein of unknown function
3571	BSU_33890	BSU33890	NP_391269.1	yvbK	1	3476042	3476510	putative N-acyltransferase
3572	BSU_33900	BSU33900	NP_391270.1	eno	-1	3476554	3477847	enolase
3573	BSU_33910	BSU33910	NP_391271.1	pgm	-1	3477876	3479412	phosphoglycerate mutase
3574	BSU_33920	BSU33920	NP_391272.1	tpiA	-1	3479404	3480166	triose phosphate isomerase
3575	BSU_33930	BSU33930	NP_391273.1	pgk	-1	3480196	3481381	phosphoglycerate kinase
3576	BSU_33940	BSU33940	NP_391274.1	gapA	-1	3481697	3482705	glyceraldehyde-3-phosphate dehydrogenase (NAD-dependent, glycolytic)
3577	BSU_33950	BSU33950	NP_391275.1	cggR	-1	3482751	3483774	transcriptional regulator of gapA
3578	BSU_33960	BSU33960	NP_391276.1	araE	-1	3484071	3485466	arabinose-related compounds permease
3579	BSU_33970	BSU33970	NP_391277.2	araR	1	3485669	3486758	transcriptional repressor of the ara regulon (LacI family)
3580	BSU_33980	BSU33980	NP_391278.1	yvbT	-1	3486806	3487817	putative alkanal monooxygenase
3581	BSU_33990	BSU33990	NP_391279.1	yvbU	-1	3487973	3488852	putative transcriptional regulator (LysR family)
3582	BSU_34000	BSU34000	NP_391280.1	cyeB	1	3488951	3489869	cysteine and O-acetylserine efflux permease
3583	BSU_34010	BSU34010	NP_391281.1	yvbW	-1	3489909	3491253	putative leucine permease
3584	BSU_34020	BSU34020	NP_391282.1	yvbX	-1	3491654	3492689	putative epimerase modification of peptidoglycan
3585	BSU_34030	BSU34030	NP_391283.1	lutC	-1	3492796	3493519	component of an iron-sulfur oxidase for L-lactate utilization
3586	BSU_34040	BSU34040	NP_391284.1	lutB	-1	3493518	3494958	component of an iron-sulfur oxidase linked to L-lactate utilization
3587	BSU_34050	BSU34050	NP_391285.1	lutA	-1	3494984	3495701	iron-sulfur oxidase subunit used in L-lactate utilization
3588	BSU_34060	BSU34060	NP_391286.1	yvfU	-1	3495875	3496478	two-component response regulator [YvfT]
3589	BSU_34070	BSU34070	NP_391287.2	yvfT	-1	3496494	3497610	two-component sensor histidine kinase [YvfU]
3590	BSU_34080	BSU34080	NP_391288.1	yvfS	-1	3497613	3498351	putative ABC transporter (permease)
3591	BSU_34090	BSU34090	NP_391289.1	yvfR	-1	3498351	3499257	putative ABC efflux transporter (ATP-binding protein)
3592	BSU_34100	BSU34100	NP_391290.1	rsbQ	1	3499540	3500350	regulator of RsbP phosphatase
3593	BSU_34110	BSU34110	NP_391291.1	rsbP	1	3500385	3501597	phosphoserine protein-phosphatase
3594	BSU_34120	BSU34120	NP_391292.2	ganB	-1	3501650	3502940	endo-beta-1,4-galactanase
3595	BSU_34130	BSU34130	NP_391293.1	ganA	-1	3503019	3505083	short chain beta-1,4-galacto-oligosaccharides beta-galactosidase (beta-galacto-pyranoside hydrolase)
3596	BSU_34140	BSU34140	NP_391294.1	ganQ	-1	3505101	3505953	galacto-oligosaccharides (galactan) oligomer permease
3597	BSU_34150	BSU34150	NP_391295.1	ganP	-1	3505956	3507213	galacto-oligosaccharides (galactan) oligomer permease
3598	BSU_34160	BSU34160	NP_391296.1	ganS	-1	3507252	3508518	polygalactose / cyclodextrin-binding lipoprotein
3599	BSU_34170	BSU34170	NP_391297.1	ganR	-1	3508658	3509651	transcriptional regulator of the galactan degradation operon (GanR / beta-1,4-galactobiose)
3600	BSU_34180	BSU34180	NP_391298.2	lutR	-1	3509830	3510490	L-lactate utilization global transcriptional regulator (GntR family)
3601	BSU_34190	BSU34190	NP_391299.1	lutP	1	3510779	3512471	L-lactate permease
3602	BSU_34200	BSU34200	NP_391300.1	sigL	-1	3512497	3513808	RNA polymerase sigma-54 factor (sigma-L)
3603	BSU_34210	BSU34210	NP_391301.1	yvfG	1	3513886	3514105	conserved protein of unknown function
3604	BSU_34220	BSU34220	NP_391302.1	epsO	-1	3514114	3515083	pyruvyl transferase for matrix biofilm formation
3605	BSU_34230	BSU34230	NP_391303.2	epsN	-1	3515061	3516228	putative aminotransferase involved in biofilm matrix formation
3606	BSU_34240	BSU34240	NP_391304.1	epsM	-1	3516232	3516883	putative O-acetyltransferase involved in biofilm matrix formation
3607	BSU_34250	BSU34250	NP_391305.1	epsL	-1	3516879	3517488	putative phosphotransferase involved in extracellular matrix synthesis
3608	BSU_34265	BSU34265	YP_003097789.1	epsK	-1	3517484	3519002	putative extracellular matrix component exporter; putative cyclic di-GMP receptor
3609	BSU_34280	BSU34280	NP_391308.1	epsJ	-1	3518998	3520033	putative glycosyl transferase involved in biofilm matrix formation
3610	BSU_34290	BSU34290	NP_391309.1	epsI	-1	3520029	3521106	putative polysaccharide pyruvyl transferase involved in biofilm matrix formation
3611	BSU_34300	BSU34300	NP_391310.1	epsH	-1	3521110	3522145	putative glycosyltransferase involved in biofilm formation
3612	BSU_34310	BSU34310	NP_391311.1	epsG	-1	3522169	3523273	biofilm extracellular matrix formation chain-length determining factor
3613	BSU_34320	BSU34320	NP_391312.1	epsF	-1	3523269	3524424	putative glycosyltransferase involved in matrix formation (chain-length determination)
3614	BSU_34330	BSU34330	NP_391313.2	epsE	-1	3524416	3525253	bifunctional flagellar clutch and glycosyltransferase acting during biofilm formation
3615	BSU_34340	BSU34340	NP_391314.1	epsD	-1	3525249	3526395	putative extracellular matrix glycosyltransferase
3616	BSU_34350	BSU34350	NP_391315.1	epsC	-1	3526406	3528203	putative UDP-sugar epimerase involved in biofilm matrix formation
3617	BSU_34360	BSU34360	NP_391316.1	epsB	-1	3528461	3529145	protein tyrosine kinase involved in biofilm matrix formation
3618	BSU_34370	BSU34370	NP_391317.1	epsA	-1	3529150	3529855	modulator of protein tyrosine kinase EpsB involved in biofilm matrix formation
3619	BSU_34380	BSU34380	NP_391318.1	slrR	1	3530100	3530559	transcriptional regulator of autolysin genes (biofilm formation)
3620	BSU_34390	BSU34390	NP_391319.1	pnbA	1	3530634	3532104	para-nitrobenzyl esterase (intracellular esterase B)
3621	BSU_34399	BSU34399	YP_009514003.1	NA	1	3532106	3532298	hypothetical protein
3622	BSU_34400	BSU34400	NP_391320.1	padC	-1	3532324	3532810	phenolic acid decarboxylase
3623	BSU_34410	BSU34410	NA	yveG	-1	3532832	3533144	conserved protein of unknown function
3624	BSU_34420	BSU34420	NA	yveF	-1	3533195	3533288	hypothetical protein
3625	BSU_34430	BSU34430	NP_391323.1	racX	-1	3533418	3534102	promiscuous aminoacid racemase (prefers arginine, lysine and ornithine)
3626	BSU_34440	BSU34440	NP_391324.1	pbpE	-1	3534117	3535473	penicillin-binding protein 4*
3627	BSU_34450	BSU34450	NP_391325.1	sacB	1	3536011	3537433	levansucrase; levanase (moonlighting)
3628	BSU_34460	BSU34460	NP_391326.1	levB	1	3537506	3539057	endolevanase, selectively cleaves the (beta-2,6) fructosyl bonds
3629	BSU_34470	BSU34470	NP_391327.1	aspP	1	3539164	3540727	L-aspartate/L-glutamate / proton permease
3630	BSU_34480	BSU34480	NP_391328.2	yvdT	1	3540716	3541406	putative transcriptional regulator (TetR/AcrR family)
3631	BSU_34490	BSU34490	NP_391329.1	psmA	1	3541487	3541823	sodium / proton antiporter subunit A
3632	BSU_34500	BSU34500	NP_391330.1	psmB	1	3541822	3542143	sodium-proton two component antiporter subunit
3633	BSU_34510	BSU34510	NP_391331.1	yvdQ	-1	3542178	3542691	conserved protein of unknown function
3634	BSU_34520	BSU34520	NP_391332.1	cotNP	-1	3542942	3544286	spore coat protein; putative oxidoreductase
3635	BSU_34530	BSU34530	NP_391333.1	cotR	1	3544641	3545604	spore coat lipolytic enzyme
3636	BSU_34540	BSU34540	NP_391334.1	clpP	1	3546233	3546827	ATP-dependent Clp protease proteolytic subunit; Maxwell's demon
3637	BSU_34550	BSU34550	NP_391335.1	mdxM	-1	3546872	3547553	bifunctional beta-phosphoglucomutase / glucose-1-phosphate phosphodismutase
3638	BSU_34560	BSU34560	NP_391336.1	mdxL	-1	3547549	3549235	oligo-1,4-1,6-alpha-glucosidase (sucrase-maltase-isomaltase)
3639	BSU_34570	BSU34570	NP_391337.1	mdxK	-1	3549227	3551501	maltose phosphorylase
3640	BSU_34580	BSU34580	NP_391338.1	mdxJ	-1	3551478	3552363	putative component of maltodextrin transporter
3641	BSU_34590	BSU34590	NP_391339.1	mdxG	-1	3552368	3553205	maltodextrin ABC transporter (permease)
3642	BSU_34600	BSU34600	NP_391340.1	mdxF	-1	3553205	3554513	maltodextrin ABC transport system (permease)
3643	BSU_34610	BSU34610	NP_391341.1	mdxE	-1	3554552	3555806	maltose/maltodextrin-binding lipoprotein
3644	BSU_34620	BSU34620	NP_391342.1	mdxD	-1	3555901	3557671	maltogenic alpha-amylase
3645	BSU_34630	BSU34630	NP_391343.1	mdxR	-1	3557783	3558734	transcriptional activator of the maltodextrin operon (LacI family)
3646	BSU_34640	BSU34640	NP_391344.1	yvdD	-1	3558939	3559515	putative enzyme
3647	BSU_34650	BSU34650	NP_391345.1	yvdC	1	3559631	3559952	putative pyrophosphohydrolase
3648	BSU_34660	BSU34660	NP_391346.1	yvdB	-1	3559978	3561571	putative anion transporter
3649	BSU_34670	BSU34670	NP_391347.1	yvdA	-1	3561589	3562183	putative carbonic anhydrase
3650	BSU_34680	BSU34680	NP_391348.1	yvcT	1	3562565	3563543	putative 2-ketogluconate reductase; hydroxypyruvate / glyoxylate reductase
3651	BSU_34690	BSU34690	NP_391349.1	psdB	-1	3563580	3565521	lantibiotic ABC transporter (permease)
3652	BSU_34700	BSU34700	NP_391350.1	psdA	-1	3565495	3566275	lantibiotic ABC transporter (ATP-binding protein)
3653	BSU_34710	BSU34710	NP_391351.1	psdS	-1	3566357	3567428	two-component sensor histidine kinase [PsdR] response to lantibiotics (nisin and gallidermin)
3654	BSU_34720	BSU34720	NP_391352.1	psdR	-1	3567421	3568135	two-component response regulator [PsdS] responding to lipid II-binding lantibiotics (nisin and gallidermin)
3655	BSU_34729	BSU34729	YP_003097790.1	yvzJ	1	3568281	3568491	putative lipoprotein
3656	BSU_34730	BSU34730	NP_391353.1	yvcN	-1	3568526	3569291	putative arylamine N-acetyltransferase
3657	BSU_34740	BSU34740	NP_391354.1	crh	-1	3569291	3569549	catabolite repression HPr-like protein
3658	BSU_34750	BSU34750	NP_391355.1	whiA	-1	3569572	3570523	putative morphogen
3659	BSU_34760	BSU34760	NP_391356.2	mgfK	-1	3570545	3571499	gluconeogenesis morphogenetic factor (UDP-sugar binding)
3660	BSU_34770	BSU34770	NP_391357.1	yvcJ	-1	3571500	3572388	GTPase possibly involved in regulator sRNA degradation
3661	BSU_34780	BSU34780	NP_391358.1	yvcI	-1	3572412	3572889	putative triphosphate pyrophosphate hydrolase
3662	BSU_34790	BSU34790	NP_391359.1	trxB	-1	3573206	3574157	thioredoxin reductase
3663	BSU_34800	BSU34800	NP_391360.1	cwlO	-1	3574362	3575784	secreted cell wall DL-endopeptidase
3664	BSU_34810	BSU34810	NP_391361.1	yvcD	-1	3576164	3577619	conserved protein of unknown function
3665	BSU_34820	BSU34820	NP_391362.1	bmrA	-1	3577744	3579514	efflux transporter (ATP-binding and permease protein)
3666	BSU_34830	BSU34830	NP_391363.1	yvzA	-1	3579678	3580038	conserved protein of unknown function
3667	BSU_34840	BSU34840	NP_391364.1	yvcB	-1	3580052	3581963	conserved protein of unknown function
3668	BSU_34850	BSU34850	NP_391365.1	yvcA	-1	3581964	3582690	putative lipoprotein
3669	BSU_34860	BSU34860	NP_391366.1	hisIE	-1	3582935	3583565	bifunctional phosphoribosyl-AMP cyclohydrolase; phosphoribosyl-ATP pyrophosphohydrolase
3670	BSU_34870	BSU34870	NP_391367.1	hisF	-1	3583561	3584320	imidazole glycerol phosphate synthase subunit
3671	BSU_34880	BSU34880	NP_391368.1	hisA	-1	3584316	3585054	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase
3672	BSU_34890	BSU34890	NP_391369.1	hisH	-1	3585050	3585689	imidazole glycerol phosphate synthase, glutamine amidotransferase subunit
3673	BSU_34900	BSU34900	NP_391370.1	hisB	-1	3585689	3586274	imidazoleglycerol-phosphate dehydratase [Mn(II)-dependent]
3674	BSU_34910	BSU34910	NP_391371.1	hisD	-1	3586270	3587554	histidinol dehydrogenase
3675	BSU_34920	BSU34920	NP_391372.1	hisG	-1	3587550	3588192	ATP phosphoribosyltransferase
3676	BSU_34930	BSU34930	NP_391373.1	hisZ	-1	3588184	3589360	histidyl-tRNA synthetase-like subunit of ATP phophoribosyltransferase
3677	BSU_34940	BSU34940	NP_391374.1	yvpB	1	3589610	3590363	putative hydratase
3678	BSU_34950	BSU34950	NP_391375.1	pelC	1	3590602	3591268	secreted pectate (polygalacturonate) lyase
3679	BSU_34960	BSU34960	NP_391376.1	hprF	-1	3591287	3591806	dephosphorylated heptaprenylglyceryl phosphate O-acetyltransferase
3680	BSU_34970	BSU34970	NP_391377.1	ppaX	-1	3591809	3592460	Hpr-associated pyrophosphatase
3681	BSU_34980	BSU34980	NP_391378.1	yvoD	-1	3592456	3593395	putative integral inner membrane protein with nucleotide binding domain
3682	BSU_34990	BSU34990	NP_391379.1	lgt	-1	3593418	3594228	prelipoprotein diacylglycerol transferase
3683	BSU_35000	BSU35000	NP_391380.1	hprK	-1	3594241	3595174	serine/threonine protein kinase/phosphorylase (pyrophosphate-producing)
3684	BSU_35010	BSU35010	NP_391381.1	nagA	1	3595355	3596546	N-acetylglucosamine-6-phosphate deacetylase
3685	BSU_35020	BSU35020	NP_391382.1	nagBA	1	3596542	3597271	glucosamine-6-phosphate isomerase
3686	BSU_35030	BSU35030	NP_391383.1	nagR	1	3597288	3598020	transcriptional regulator (GntR family)
3687	BSU_35040	BSU35040	NP_391384.1	yvnB	-1	3598039	3601909	putative exported hydrolase
